IDv4	IDv3	PosV3	PosV4	Symbol	Cloned	GeneName	Functional description
Zm00001d000430	NA	NA	B73V4_ctg68:40310-44234	 mgt1		magnesium transporter1	encodes CorA/MRS2/MGT-type magnesium transporter
Zm00001d000431	NA	NA	B73V4_ctg2:11524-19975	-		-	DEAD-box ATP-dependent RNA helicase 51
Zm00001d000432	NA	NA	B73V4_ctg2:22138-29086	-		-	pescadillo-related
Zm00001d000434	NA	NA	B73V4_ctg3:46642-48363	-		-	Adenine/guanine permease AZG1
Zm00001d000435	NA	NA	B73V4_ctg190:26426-31188	-		-	Pentatricopeptide repeat-containing protein
Zm00001d000436	NA	NA	B73V4_ctg190:31288-44877	-		-	Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein
Zm00001d000437	NA	NA	B73V4_ctg190:49126-52355	-		-	Ankyrin repeat family protein
Zm00001d000438	NA	NA	B73V4_ctg190:53202-55064	-		-	Type III polyketide synthase B
Zm00001d000439	NA	NA	B73V4_ctg88:8525-11623	-		-	SNARE associated Golgi protein family
Zm00001d000443	NA	NA	B73V4_ctg88:30925-34037	-		-	Putative WEB family protein  chloroplastic
Zm00001d000445	NA	NA	B73V4_ctg110:4664-24941	-		-	Probable indole-3-pyruvate monooxygenase YUCCA11
Zm00001d000447	NA	NA	B73V4_ctg242:24505-26768	-		-	OSJNBa0041A02.21 protein;  protein
Zm00001d000449	NA	NA	B73V4_ctg120:48465-49922	-		-	C2H2 and C2HC zinc fingers superfamily protein
Zm00001d000458	NA	NA	B73V4_ctg119:9942-10808	-		OVATE-transcription factor 3	Transcription repressor OFP7
Zm00001d000460	NA	NA	B73V4_ctg12:3203-6211	-		-	Protein trichome birefringence-like 1
Zm00001d001763	GRMZM2G172529	2:8959-10483	2:40178-41023	-		-	Probable methyltransferase
Zm00001d001765	GRMZM2G046590	2:134843-139880	2:99801-117243	-		-	Exocyst complex component EXO70A1
Zm00001d001767	GRMZM2G154437	2:273517-274882	2:259078-260187	 mab10		math-btb10	-
Zm00001d001769	GRMZM2G013776	2:363357-365043	2:358456-360837	-		-	E3 ubiquitin-protein ligase PUB23
Zm00001d001770	GRMZM2G123866	2:506656-510774	2:432594-437077	-		-	40S ribosomal protein S4-3
Zm00001d001771	NA	NA	2:473339-474814	-		-	Eukaryotic aspartyl protease family protein
Zm00001d001772	NA	NA	2:475371-476004	-		-	Protein YLS9
Zm00001d001773	NA	NA	2:477842-481305	-		-	Pentatricopeptide repeat-containing protein
Zm00001d001774	NA	NA	2:481355-482248	-		-	Probable CCR4-associated factor 1 homolog 11
Zm00001d001775	GRMZM2G480621	2:567968-568904	2:546551-547601	-		CCAAT-HAP3-transcription factor 32	Nuclear transcription factor Y subunit B-8
Zm00001d001777	NA	NA	2:644079-645797	-		-	late embryogenesis abundant protein
Zm00001d001779	NA	NA	2:707483-708601	-		-	Casparian strip membrane protein 4
Zm00001d001780	GRMZM2G382104	2:722491-733113	2:709269-717277	-		-	CASP-like protein 1
Zm00001d001781	GRMZM2G015136	2:756120-758457	2:740855-742900	-		-	L-type lectin-domain containing receptor kinase IX.1
Zm00001d001784	GRMZM2G086876	2:843404-846261	2:830360-832876	-		-	AT-hook motif nuclear-localized protein 5
Zm00001d001785	GRMZM2G386643	2:846558-851476	2:833688-836726	-		-	C2 calcium/lipid-binding plant phosphoribosyltransferase family protein
Zm00001d001786	GRMZM2G119759	2:899575-904557	2:891741-896781	-		-	Probable LRR receptor-like serine/threonine-protein kinase
Zm00001d001787	GRMZM2G058966	2:925414-936560	2:923036-933728	-		-	Pre-mRNA cleavage factor Im 25 kDa subunit 2
Zm00001d001788	GRMZM2G058948	2:938581-943930	2:935639-948444	-		-	K(+) efflux antiporter 2 chloroplastic
Zm00001d001789	GRMZM2G165535	2:961271-964346	2:954829-957763	-		-	Phosphomannomutase
Zm00001d001790	GRMZM2G064212	2:1038241-1042272	2:1019499-1023493	-		autophagy4a	Cysteine protease ATG4a
Zm00001d001791	GRMZM2G064202	2:1042650-1044968	2:1023933-1025879	-		-	Glucan endo-1%2C3-beta-glucosidase
Zm00001d001792	GRMZM2G064139	2:1045094-1048285	2:1026064-1029335	-		-	RING/U-box superfamily protein
Zm00001d001797	NA	NA	2:1064875-1074378	-		-	Protein MIS12 homolog
Zm00001d001798	GRMZM2G049495	2:1049355-1141492	2:1081627-1084219	 mis12b		minichromosome instability12b	encodes a kinetochore protein required for meiosis I
Zm00001d001799	GRMZM2G049536	2:1141671-1144254	2:1084435-1086981	-		-	partner of SLD five 1
Zm00001d001800	NA	NA	2:1166301-1168004	-		-	GDSL esterase/lipase CPRD49
Zm00001d001802	GRMZM2G459874	2:1189075-1190980	2:1193993-1196785	-		-	GDSL esterase/lipase CPRD49
Zm00001d001803	GRMZM2G051917	2:1267102-1272359	2:1245474-1250143	-		-	Plasma-membrane choline transporter family protein
Zm00001d001804	GRMZM2G051974	2:1273216-1278753	2:1251628-1257162	 mlo9		barley mlo defense gene homolog9	one of 9 seven-transmembrane homologues to barley powdery mildew defense response gene
Zm00001d001806	GRMZM2G348956	2:1279865-1284199	2:1258169-1262749	-		-	DNA mismatch repair protein MutS type 2
Zm00001d001808	GRMZM2G052178	2:1289619-1293319	2:1268179-1271746	-		CONTAINS InterPro DOMAIN/s	Bystin (InterPro:IPR007955); Has 475 Blast hits to 467 proteins in 210 species: Archae - 0; Bacteria - 9; Metazoa - 155; Fungi - 139; Plants - 55; Viruses - 0; Other Eukaryotes - 117 (source: NCBI BLink).
Zm00001d001809	GRMZM2G147854	2:1319742-1339765	2:1294932-1314979	-		-	RNA polymerase II transcription factor B subunit 2
Zm00001d001811	GRMZM2G155877	2:1353878-1355567	2:1331499-1334759	-		-	Tetraspanin-19
Zm00001d001812	GRMZM2G457621	2:1361783-1363354	2:1341011-1342402	 raf1		Rubisco Assembly Factor 1	Rubisco Accumulation Factor1; promotes Rubisco assembly. (A. Barkan, 2015)Encodes a previously unstudied protein that is conserved in the green lineage and localizes to bundle sheath chloroplasts
Zm00001d001813	GRMZM2G018595	2:1437710-1441525	2:1413569-1415916	-		-	Protein kinase superfamily protein
Zm00001d001814	GRMZM2G019500	2:1439411-1444042	2:1415886-1419759	-		-	Clathrin light chain 2
Zm00001d001817	NA	NA	2:1425701-1428025	-		-	Probable polyol transporter 4
Zm00001d001818	NA	NA	2:1432077-1434514	-		-	Probable polyol transporter 4
Zm00001d001819	GRMZM2G084938	2:1457946-1462475	2:1434757-1438488	-		-	N-acetylglucosaminylphosphatidylinositol de-N-acetylase family protein
Zm00001d001820	GRMZM2G084958	2:1463875-1465462	2:1439871-1441447	 pcr1		protochlorophyllide reductase1	leaf cDNA csu349 similar to plant protochlorophyllide reductase
Zm00001d001823	NA	NA	2:1523935-1526867	-		-	Anthranilate synthase beta subunit 1 chloroplastic
Zm00001d001824	NA	NA	2:1527403-1528307	-		-	Dof zinc finger protein DOF1.6
Zm00001d001825	NA	NA	2:1530585-1535057	-		-	Transducin/WD40 repeat-like superfamily protein
Zm00001d001827	GRMZM2G084252	2:1547887-1552664	2:1539660-1545379	-		-	Translation elongation factor EF1A/initiation factor IF2gamma family protein
Zm00001d001828	GRMZM2G160702	2:1555760-1564733	2:1548360-1557145	-		-	Katanin p80 WD40 repeat-containing subunit B1 homolog
Zm00001d001829	GRMZM2G160683	2:1565532-1566529	2:1558296-1558697	-		-	OSJNBa0064G10.17 protein;  protein
Zm00001d001830	GRMZM2G160527	2:1567265-1571196	2:1559610-1563496	-		-	Mediator of RNA polymerase II transcription subunit 9
Zm00001d001831	GRMZM2G150098	2:1626662-1630749	2:1617066-1621351	-		-	Pyruvate kinase
Zm00001d001832	GRMZM2G449094	2:1632401-1633498	2:1623040-1623795	-		-	NDR1/HIN1-like 25
Zm00001d001833	GRMZM2G150059	2:1635597-1638314	2:1626122-1632308	-		-	Protein ASPARTIC PROTEASE IN GUARD CELL 2
Zm00001d001835	GRMZM2G150059	2:1635597-1638314	2:1646488-1647882	-		-	Protein ASPARTIC PROTEASE IN GUARD CELL 2
Zm00001d001837	GRMZM2G149958	2:1678831-1682752	2:1669402-1673203	-		MYB-transcription factor 133	Duplicated homeodomain-like superfamily protein
Zm00001d001838	GRMZM2G149940	2:1684944-1691150	2:1675459-1681671	-		ABI3-VP1-transcription factor 3	B3 domain-containing transcription factor LEC2
Zm00001d001842	GRMZM2G436214	2:1718119-1719960	2:1708851-1710647	-		-	Tetratricopeptide repeat (TPR)-like superfamily protein
Zm00001d001843	GRMZM2G436199	2:1720231-1721721	2:1710917-1712421	-		-	Thioredoxin X chloroplastic
Zm00001d001844	GRMZM2G137574	2:1722660-1727429	2:1713365-1718096	-		-	Plastid division protein CDP1 chloroplastic
Zm00001d001846	GRMZM2G044096	2:1777320-1782912	2:1767080-1772657	-		-	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B
Zm00001d001847	GRMZM2G084928	2:1815004-1821170	2:1804763-1811060	-		-	NUMOD3 motif family protein expressed;  protein
Zm00001d001848	GRMZM2G084819	2:1821493-1849481	2:1811147-1839106	-		-	Zinc finger C3HC4 type (RING finger) family protein
Zm00001d001849	GRMZM2G105330	2:1920976-1923155	2:1910247-1912431	-		-	Probable acyl-activating enzyme 5 peroxisomal
Zm00001d001850	GRMZM2G105319	2:1929680-1930888	2:1914398-1919938	-		-	Magnesium-chelatase subunit ChlH chloroplastic
Zm00001d001852	GRMZM2G068202	2:1957113-1958008	2:1946284-1947096	-		umc2186	Gibberellin-regulated protein 2
Zm00001d001855	GRMZM2G068177	2:1973624-1977075	2:1962797-1966211	-		-	DHHC zinc finger domain containing protein
Zm00001d001856	NA	NA	2:1967641-1971284	-		-	Anamorsin homolog
Zm00001d001857	GRMZM2G039996	2:2020585-2022137	2:2015253-2016537	-		-	light harvesting complex photosystem II subunit 6
Zm00001d001858	GRMZM2G040115	2:2036471-2039854	2:2031382-2034507	-		-	BTB/POZ domain-containing protein
Zm00001d001859	GRMZM2G040247	2:2042773-2049494	2:2037381-2043847	-		-	Vacuolar protein sorting-associated protein 41 homolog
Zm00001d001860	GRMZM2G040300	2:2050293-2053930	2:2044959-2048593	-		-	Haloacid dehalogenase-like hydrolase domain-containing protein
Zm00001d001861	GRMZM2G040513	2:2053553-2056565	2:2048654-2054225	-		-	TPR domain containing protein
Zm00001d001864	GRMZM2G040627	2:2072014-2081975	2:2066590-2076640	-		-	Uracil-DNA glycosylase mitochondrial
Zm00001d001865	GRMZM2G040736	2:2084221-2085003	2:2078887-2079669	 crr1		cytokinin response regulator1	single copy,cDNA and genomic sequences; induced in leaf by cytokinin, and inorganic nitrogen; SSR umc1622
Zm00001d001866	GRMZM2G020843	2:2105500-2111147	2:2101181-2107171	-		-	DUF3755 family protein
Zm00001d001869	GRMZM2G145816	2:2116049-2119253	2:2113706-2114950	-		-	Ubiquitin carboxyl-terminal hydrolase family protein
Zm00001d001870	GRMZM2G145775	2:2120592-2123151	2:2118161-2120623	-		-	Peroxisome biogenesis protein 22
Zm00001d001873	NA	NA	2:2212423-2213326	-		-	hydroxy methylglutaryl CoA reductase 1
Zm00001d001875	NA	NA	2:2215926-2218102	-		-	Mediator of RNA polymerase II transcription subunit 36a
Zm00001d001877	GRMZM2G452142	2:2226789-2230600	2:2221345-2224783	-		-	Phytosulfokine receptor 1
Zm00001d001879	GRMZM2G078274	2:2271404-2279360	2:2248003-2256074	-		ARF-transcription factor 3	Auxin response factor 3
Zm00001d001880	GRMZM2G078174	2:2283990-2286294	2:2260663-2262908	-		-	Whole genome shotgun sequence of line PN40024 scaffold_63.assembly12x (Fragment)
Zm00001d001881	GRMZM2G077541	2:2330974-2334509	2:2309633-2313192	-		-	Protein DJ-1 homolog D
Zm00001d001882	GRMZM2G077744	2:2343332-2351035	2:2322242-2329784	-		-	Signal recognition particle 19 kDa protein
Zm00001d001884	GRMZM2G078541	2:2370730-2375919	2:2349516-2354941	-		-	Trypsin family protein
Zm00001d001885	NA	NA	2:2465136-2466474	-		-	Adenylate kinase 1 chloroplastic
Zm00001d001887	GRMZM2G081387	2:2458484-2472942	2:2472648-2482331	-		-	Adenylate kinase 1 chloroplastic
Zm00001d001894	GRMZM2G081445	2:2481978-2484701	2:2491277-2493876	-		-	hydroxyproline-rich glycoprotein family protein
Zm00001d001895	GRMZM2G104430	2:2491938-2497677	2:2500957-2506732	-		-	Plant UBX domain-containing protein 7
Zm00001d001896	GRMZM2G104538	2:2500510-2502357	2:2509567-2511414	-		-	Probable phytol kinase%2C chloroplastic
Zm00001d001897	GRMZM2G107187	2:2538063-2541304	2:2547151-2550966	-		-	SEC-C motif-containing protein / OTU-like cysteine protease family protein
Zm00001d001899	GRMZM2G010257	2:2550585-2552593	2:2559817-2561845	 arpp2a-3		acidic ribosomal protein P2a-3	-
Zm00001d001900	GRMZM2G010435	2:2553629-2557261	2:2562960-2566600	-		-	Probable cysteine protease RD21B
Zm00001d001901	GRMZM2G064870	2:2599279-2603675	2:2608019-2612382	-		-	Reticulon-like protein B11
Zm00001d001902	GRMZM2G064949	2:2624804-2627927	2:2633360-2636659	-		-	Carboxylesterase SOBER1
Zm00001d001903	GRMZM2G064967	2:2628252-2630989	2:2637031-2639743	-		-	Carboxylesterase SOBER1
Zm00001d001905	GRMZM2G065012	2:2633915-2640039	2:2643026-2643694	-		-	OSJNBa0043A12.20 protein
Zm00001d001906	GRMZM2G065012	2:2633915-2640039	2:2644303-2648830	-		-	EH domain-containing protein 1
Zm00001d001907	NA	NA	2:2687734-2688264	-		-	Ethylene-responsive transcription factor 7
Zm00001d001908	GRMZM2G010555	2:2680126-2689950	2:2689185-2697141	-		-	Alternative oxidase
Zm00001d001909	NA	NA	2:2779225-2782637	-		-	Alternative oxidase
Zm00001d001910	NA	NA	2:2781817-2787493	-		-	OSJNBa0043A12.15 protein;  protein; Thioredoxin-like protein
Zm00001d001911	NA	NA	2:2790304-2791259	-		-	ATP-dependent RNA helicase
Zm00001d001912	NA	NA	2:2794516-2796346	-		-	Serine carboxypeptidase-like 51
Zm00001d001913	GRMZM2G102471	2:2808177-2811018	2:2799861-2803017	-		ubiquitin conjugating enzyme4	Ubiquitin-conjugating enzyme E2 11
Zm00001d001914	GRMZM2G043862	2:2812200-2816997	2:2803876-2808599	-		-	Actin-related protein 8
Zm00001d001917	NA	NA	2:2907763-2919247	-		-	SKP1-like protein 4
Zm00001d001920	NA	NA	2:2928097-2930430	-		-	PIF1 helicase
Zm00001d001922	NA	NA	2:2976585-2977269	-		-	ACT domain-containing protein ACR9
Zm00001d001923	NA	NA	2:2987346-3010796	-		-	SKP1-like protein 4
Zm00001d001924	GRMZM2G025536	2:3018934-3021689	2:3022804-3026409	-		-	KAR-UP oxidoreductase 1
Zm00001d001927	GRMZM2G175343	2:3058503-3060484	2:3061215-3062758	-		-	Flavonol synthase/flavanone 3-hydroxylase
Zm00001d001928	GRMZM2G070273	2:3067260-3076483	2:3067705-3079031	-		-	Kinesin-like calmodulin binding protein
Zm00001d001929	GRMZM2G070389	2:3082367-3086726	2:3079742-3089142	-		-	Transport protein particle (TRAPP) component
Zm00001d001931	AC206638.3_FG007	2:3089769-3090188	2:3092327-3092746	-		-	VQ motif family protein
Zm00001d001932	GRMZM2G371944	2:3089703-3094119	2:3093088-3096658	-		-	Probable plastid-lipid-associated protein 13 chloroplastic
Zm00001d001933	GRMZM2G071034	2:3094658-3099169	2:3097287-3101632	-		C3H-transcription factor 316	Zinc finger CCCH domain-containing protein 52
Zm00001d001935	GRMZM2G071333	2:3103621-3109679	2:3107291-3112383	-		-	Leucine--tRNA ligase cytoplasmic
Zm00001d001936	GRMZM2G035370	2:3109831-3112898	2:3114134-3117099	-		G2-like-transcription factor 16	Myb family transcription factor PHL5
Zm00001d001937	GRMZM2G035325	2:3115774-3119828	2:3119830-3123912	-		-	SWIB complex BAF60b domain-containing protein
Zm00001d001939	GRMZM2G119773	2:3181159-3184876	2:3192067-3195814	-		-	Cell division protein FtsZ homolog 1 chloroplastic
Zm00001d001940	GRMZM2G119916	2:3187055-3189377	2:3197994-3200378	-		-	Cox19 family protein (CHCH motif)
Zm00001d001941	GRMZM2G119941	2:3190291-3193646	2:3201231-3204850	 incw4		invertase cell wall4	genomic sequence (Genbank)
Zm00001d001943	GRMZM2G018716	2:3229356-3231990	2:3240579-3242932	-		-	Beta-fructofuranosidase insoluble isoenzyme CWINV3
Zm00001d001944	NA	NA	2:3244741-3247431	-		-	Beta-fructofuranosidase insoluble isoenzyme CWINV3
Zm00001d001945	GRMZM2G034840	2:3342917-3349175	2:3367272-3374233	-		ARF-transcription factor 4	Auxin response factor 4
Zm00001d001947	GRMZM2G047474	2:3380473-3384389	2:3404971-3408793	-		-	TLD-domain containing nucleolar protein
Zm00001d001948	GRMZM2G047448	2:3392385-3393860	2:3416796-3418004	-		Homeobox-transcription factor 67	WUS1 protein
Zm00001d001949	GRMZM2G047321	2:3394534-3397953	2:3418932-3422178	-		-	U11/U12 small nuclear ribonucleoprotein 25 kDa protein
Zm00001d001951	GRMZM2G047018	2:3397726-3400751	2:3423831-3424283	-		-	PHD finger-like domain-containing protein 5A
Zm00001d001952	GRMZM2G046968	2:3401353-3407648	2:3425808-3432915	-		-	Zinc finger C-x8-C-x5-C-x3-H type family protein
Zm00001d001953	GRMZM2G348909	2:3414302-3419644	2:3438958-3444350	-		-	Protein IQ-DOMAIN 32
Zm00001d001957	NA	NA	2:3466022-3468553	-		-	NAC domain-containing protein 8
Zm00001d001959	GRMZM2G062420	2:3546164-3552438	2:3543770-3549932	-		-	GTP cyclohydrolase I 1
Zm00001d001960	GRMZM2G062396	2:3561475-3563418	2:3559183-3560951	-		flavanone 3-hydroxylase1	Naringenin2-oxoglutarate 3-dioxygenase
Zm00001d001961	GRMZM2G365188	2:3569433-3571345	2:3566924-3567634	-		-	SAUR-like auxin-responsive protein family
Zm00001d001962	GRMZM2G062354	2:3574664-3590255	2:3572227-3587792	-		-	Ubiquitin-like superfamily protein
Zm00001d001963	GRMZM2G365166	2:3592372-3593036	2:3589962-3590393	-		-	SAUR-like auxin-responsive protein family
Zm00001d001964	GRMZM2G365162	2:3602482-3603699	2:3600255-3600683	-		-	SAUR-like auxin-responsive protein family
Zm00001d001965	GRMZM2G365152	2:3605166-3605434	2:3602717-3602884	-		-	Alpha-L RNA-binding motif/Ribosomal protein S4 family protein
Zm00001d001966	GRMZM2G061745	2:3610614-3614343	2:3608159-3611883	-		-	26S proteasome non-ATPase regulatory subunit 7 homolog A
Zm00001d001967	GRMZM2G061672	2:3614302-3619484	2:3611983-3617038	-		-	Mediator of RNA polymerase II transcription subunit 7a
Zm00001d001968	GRMZM2G029194	2:3672733-3680273	2:3659023-3665954	-		-	cyclin-related
Zm00001d001970	GRMZM2G324669	2:3680810-3683053	2:3707673-3710056	-		-	Molybdopterin biosynthesis protein CNX1
Zm00001d001973	NA	NA	2:3728194-3732158	-		-	Exosome complex component RRP4 homolog
Zm00001d001974	GRMZM2G150496	2:3738993-3743937	2:3757695-3762861	-		-	Inositol-pentakisphosphate 2-kinase
Zm00001d001976	GRMZM2G150468	2:3752575-3754781	2:3771594-3773923	-		-	Protein NRT1/ PTR FAMILY 2.13
Zm00001d001977	GRMZM2G321394	2:3776868-3778495	2:3794699-3796326	-		-	Protein trichome birefringence-like 8
Zm00001d001978	GRMZM2G017654	2:3780433-3809604	2:3798163-3823892	-		-	MAP3K epsilon protein kinase 1
Zm00001d001979	GRMZM2G173341	2:3809743-3812470	2:3824107-3826568	-		-	Probable UDP-arabinopyranose mutase 5
Zm00001d001980	GRMZM2G087201	2:3863809-3868484	2:3876007-3880702	-		-	Protein kinase-like
Zm00001d001982	GRMZM2G388823	2:3879520-3880146	2:3891754-3892380	-		-	Transcription factor IBH1
Zm00001d001983	GRMZM2G044011	2:3927992-3938792	2:3939649-3950608	-		-	Protein PELOTA 1
Zm00001d001984	GRMZM2G042933	2:3940153-3942970	2:3952212-3954752	-		-	Probable amino acid permease 7
Zm00001d001987	GRMZM2G042599	2:3946869-3950571	2:3958780-3962322	-		-	adenosine deaminases;RNA binding;RNA binding;adenosine deaminases
Zm00001d001988	GRMZM2G056572	2:3973404-3978693	2:4000536-4005122	 prh16		putative protein phosphatase 2C 16	-
Zm00001d001993	GRMZM2G391741	2:4055230-4058391	2:4069761-4072922	-		-	Probable leucine-rich repeat receptor-like serine/threonine-protein kinase
Zm00001d001995	GRMZM2G039345	2:4166453-4168712	2:4120298-4126906	-		-	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Zm00001d001999	GRMZM2G039588	2:4179876-4184562	2:4137849-4142554	-		-	Galactose mutarotase-like superfamily protein
Zm00001d002000	GRMZM2G040095	2:4192152-4196263	2:4150293-4154404	 lox6		lipoxygenase6	-
Zm00001d002003	GRMZM2G045049	2:4209845-4212939	2:4166904-4173548	-		-	Probable phosphoribosylformylglycinamidine synthase chloroplastic/mitochondrial
Zm00001d002004	AC210003.2_FG004	2:4216908-4219207	2:4177227-4180187	-		-	Peroxidase 16
Zm00001d002005	GRMZM2G036297	2:4265163-4268840	2:4230854-4234535	-		liguleless1	Protein LIGULELESS 1
Zm00001d002006	GRMZM2G019404	2:4305357-4312971	2:4277523-4284581	-		plasma-membrane H+ATPase2	H(+)-ATPase 5
Zm00001d002007	GRMZM2G314171	2:4326162-4331947	2:4299771-4305794	-		-	DEAD-box ATP-dependent RNA helicase 18
Zm00001d002008	NA	NA	2:4300206-4300844	-		-	evolutionarily conserved C-terminal region 10
Zm00001d002011	GRMZM2G067463	2:4352876-4353499	2:4324615-4325127	-		AP2-EREBP-transcription factor 45	Ethylene-responsive transcription factor ERF003
Zm00001d002012	GRMZM2G063328	2:4355549-4372250	2:4325836-4336209	-		-	Protein KAKU4
Zm00001d002013	NA	NA	2:4339537-4341007	-		-	OSJNBb0022F16.11 protein;  protein
Zm00001d002014	NA	NA	2:4382583-4383017	-		-	Os07g0120600 protein
Zm00001d002015	NA	NA	2:4385916-4386347	-		-	Os07g0120600 protein
Zm00001d002016	NA	NA	2:4391588-4392022	-		-	Os07g0120600 protein
Zm00001d002017	NA	NA	2:4394921-4395352	-		-	Os07g0120600 protein
Zm00001d002018	GRMZM2G046733	2:4442866-4443649	2:4400592-4405639	-		-	Os07g0120600 protein
Zm00001d002019	NA	NA	2:4431377-4433393	-		-	OSJNBb0022F16.11 protein;  protein
Zm00001d002020	GRMZM2G059740	2:4517598-4519647	2:4479323-4481492	-		-	OSJNBb0022F16.11 protein;  protein
Zm00001d002022	GRMZM2G040017	2:4585422-4590928	2:4547285-4552574	-		calcium exchanger2	Vacuolar cation/proton exchanger 2
Zm00001d002023	GRMZM2G386362	2:4624290-4626096	2:4587796-4589602	-		GRAS-transcription factor 35	Scarecrow-like protein 6
